Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR12765282,AMPLICON,284,158375953,PRJNA639066,SAMN16352157,Pathogen.cl,88244863,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236007,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0534,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0534,SRP267052,SARS-CoV-2/USA/TX-DSHS-0534/2020
SRR12765283,AMPLICON,282,126326305,PRJNA639066,SAMN16352197,Pathogen.cl,75373470,TX-SARS-COV-2,Texas Department of State Health Services,6/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236006,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0576,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0576,SRP267052,SARS-CoV-2/USA/TX-DSHS-0576/2020
SRR12765284,AMPLICON,285,134664470,PRJNA639066,SAMN16352196,Pathogen.cl,78028343,TX-SARS-COV-2,Texas Department of State Health Services,6/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236005,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0575,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0575,SRP267052,SARS-CoV-2/USA/TX-DSHS-0575/2020
SRR12765285,AMPLICON,284,160425705,PRJNA639066,SAMN16352195,Pathogen.cl,90158882,TX-SARS-COV-2,Texas Department of State Health Services,6/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236004,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0574,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0574,SRP267052,SARS-CoV-2/USA/TX-DSHS-0574/2020
SRR12765286,AMPLICON,284,119076035,PRJNA639066,SAMN16352194,Pathogen.cl,67210950,TX-SARS-COV-2,Texas Department of State Health Services,6/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236003,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0573,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0573,SRP267052,SARS-CoV-2/USA/TX-DSHS-0573/2020
SRR12765287,AMPLICON,288,139171614,PRJNA639066,SAMN16352193,Pathogen.cl,86158694,TX-SARS-COV-2,Texas Department of State Health Services,6/18/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236002,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0572,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0572,SRP267052,SARS-CoV-2/USA/TX-DSHS-0572/2020
SRR12765288,AMPLICON,286,132380599,PRJNA639066,SAMN16352192,Pathogen.cl,75773351,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236001,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0571,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0571,SRP267052,SARS-CoV-2/USA/TX-DSHS-0571/2020
SRR12765289,AMPLICON,287,116253311,PRJNA639066,SAMN16352156,Pathogen.cl,70099675,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9236000,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0533,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0533,SRP267052,SARS-CoV-2/USA/TX-DSHS-0533/2020
SRR12765290,AMPLICON,289,124508634,PRJNA639066,SAMN16352191,Pathogen.cl,72793091,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235999,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0570,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0570,SRP267052,SARS-CoV-2/USA/TX-DSHS-0570/2020
SRR12765291,AMPLICON,288,111438617,PRJNA639066,SAMN16352190,Pathogen.cl,67762889,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235998,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0569,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0569,SRP267052,SARS-CoV-2/USA/TX-DSHS-0569/2020
SRR12765292,AMPLICON,288,122674240,PRJNA639066,SAMN16352189,Pathogen.cl,75151697,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235997,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0568,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0568,SRP267052,SARS-CoV-2/USA/TX-DSHS-0568/2020
SRR12765293,AMPLICON,273,165724394,PRJNA639066,SAMN16352188,Pathogen.cl,92955432,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235996,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0567,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0567,SRP267052,SARS-CoV-2/USA/TX-DSHS-0567/2020
SRR12765294,AMPLICON,287,113975021,PRJNA639066,SAMN16352187,Pathogen.cl,69141750,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235995,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0566,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0566,SRP267052,SARS-CoV-2/USA/TX-DSHS-0566/2020
SRR12765295,AMPLICON,284,131873522,PRJNA639066,SAMN16352186,Pathogen.cl,75423733,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235994,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0565,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0565,SRP267052,SARS-CoV-2/USA/TX-DSHS-0565/2020
SRR12765296,AMPLICON,289,138612289,PRJNA639066,SAMN16352185,Pathogen.cl,82120198,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235993,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0564,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0564,SRP267052,SARS-CoV-2/USA/TX-DSHS-0564/2020
SRR12765297,AMPLICON,287,130251877,PRJNA639066,SAMN16352184,Pathogen.cl,77605700,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235992,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0563,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0563,SRP267052,SARS-CoV-2/USA/TX-DSHS-0563/2020
SRR12765298,AMPLICON,287,142218454,PRJNA639066,SAMN16352183,Pathogen.cl,85373406,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235991,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0562,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0562,SRP267052,SARS-CoV-2/USA/TX-DSHS-0562/2020
SRR12765299,AMPLICON,278,124802173,PRJNA639066,SAMN16352182,Pathogen.cl,69197345,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235990,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0561,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0561,SRP267052,SARS-CoV-2/USA/TX-DSHS-0561/2020
SRR12765300,AMPLICON,285,127057209,PRJNA639066,SAMN16352155,Pathogen.cl,74529067,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235989,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0532,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0532,SRP267052,SARS-CoV-2/USA/TX-DSHS-0532/2020
SRR12765301,AMPLICON,284,140588340,PRJNA639066,SAMN16352181,Pathogen.cl,79019439,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235988,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0560,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0560,SRP267052,SARS-CoV-2/USA/TX-DSHS-0560/2020
SRR12765302,AMPLICON,286,144550325,PRJNA639066,SAMN16352180,Pathogen.cl,86868306,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235987,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0559,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0559,SRP267052,SARS-CoV-2/USA/TX-DSHS-0559/2020
SRR12765303,AMPLICON,291,124882010,PRJNA639066,SAMN16352179,Pathogen.cl,72195180,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235986,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0558,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0558,SRP267052,SARS-CoV-2/USA/TX-DSHS-0558/2020
SRR12765304,AMPLICON,288,144531934,PRJNA639066,SAMN16352178,Pathogen.cl,83200283,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235985,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0557,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0557,SRP267052,SARS-CoV-2/USA/TX-DSHS-0557/2020
SRR12765305,AMPLICON,285,125557159,PRJNA639066,SAMN16352177,Pathogen.cl,74413889,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235984,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0556,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0556,SRP267052,SARS-CoV-2/USA/TX-DSHS-0556/2020
SRR12765306,AMPLICON,286,124366490,PRJNA639066,SAMN16352176,Pathogen.cl,74399357,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235983,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0555,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0555,SRP267052,SARS-CoV-2/USA/TX-DSHS-0555/2020
SRR12765307,AMPLICON,291,137235352,PRJNA639066,SAMN16352175,Pathogen.cl,79786659,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235982,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0554,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0554,SRP267052,SARS-CoV-2/USA/TX-DSHS-0554/2020
SRR12765308,AMPLICON,287,145849040,PRJNA639066,SAMN16352174,Pathogen.cl,86002088,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235981,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0553,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0553,SRP267052,SARS-CoV-2/USA/TX-DSHS-0553/2020
SRR12765309,AMPLICON,288,96262411,PRJNA639066,SAMN16352173,Pathogen.cl,54788123,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235980,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0551,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0551,SRP267052,SARS-CoV-2/USA/TX-DSHS-0551/2020
SRR12765310,AMPLICON,289,108525324,PRJNA639066,SAMN16352172,Pathogen.cl,62684946,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,ncbi,ncbi.public,SRX9235979,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0550,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0550,SRP267052,SARS-CoV-2/USA/TX-DSHS-0550/2020
SRR12765311,AMPLICON,285,132837236,PRJNA639066,SAMN16352154,Pathogen.cl,74319767,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235978,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0531,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0531,SRP267052,SARS-CoV-2/USA/TX-DSHS-0531/2020
SRR12765312,AMPLICON,287,129333868,PRJNA639066,SAMN16352171,Pathogen.cl,80537394,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235977,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0549,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0549,SRP267052,SARS-CoV-2/USA/TX-DSHS-0549/2020
SRR12765313,AMPLICON,285,128720561,PRJNA639066,SAMN16352170,Pathogen.cl,76507772,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235976,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0548,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0548,SRP267052,SARS-CoV-2/USA/TX-DSHS-0548/2020
SRR12765314,AMPLICON,287,135978988,PRJNA639066,SAMN16352169,Pathogen.cl,81447134,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235975,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0547,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0547,SRP267052,SARS-CoV-2/USA/TX-DSHS-0547/2020
SRR12765315,AMPLICON,285,120785452,PRJNA639066,SAMN16352168,Pathogen.cl,70019185,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235974,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0546,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0546,SRP267052,SARS-CoV-2/USA/TX-DSHS-0546/2020
SRR12765316,AMPLICON,285,133195929,PRJNA639066,SAMN16352167,Pathogen.cl,75467415,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235973,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0545,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0545,SRP267052,SARS-CoV-2/USA/TX-DSHS-0545/2020
SRR12765317,AMPLICON,286,142431888,PRJNA639066,SAMN16352166,Pathogen.cl,79495079,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235972,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0544,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0544,SRP267052,SARS-CoV-2/USA/TX-DSHS-0544/2020
SRR12765318,AMPLICON,286,131513410,PRJNA639066,SAMN16352165,Pathogen.cl,74031860,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235971,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0543,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0543,SRP267052,SARS-CoV-2/USA/TX-DSHS-0543/2020
SRR12765319,AMPLICON,284,150282206,PRJNA639066,SAMN16352164,Pathogen.cl,84941978,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235970,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0542,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0542,SRP267052,SARS-CoV-2/USA/TX-DSHS-0542/2020
SRR12765320,AMPLICON,288,146377979,PRJNA639066,SAMN16352163,Pathogen.cl,87615329,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235969,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0541,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0541,SRP267052,SARS-CoV-2/USA/TX-DSHS-0541/2020
SRR12765321,AMPLICON,285,116477790,PRJNA639066,SAMN16352162,Pathogen.cl,65823019,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235968,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0540,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0540,SRP267052,SARS-CoV-2/USA/TX-DSHS-0540/2020
SRR12765322,AMPLICON,287,126515994,PRJNA639066,SAMN16352153,Pathogen.cl,76626447,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235967,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0530,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0530,SRP267052,SARS-CoV-2/USA/TX-DSHS-0530/2020
SRR12765323,AMPLICON,286,132032151,PRJNA639066,SAMN16352152,Pathogen.cl,76280993,TX-SARS-COV-2,Texas Department of State Health Services,5/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9235966,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0529,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/1/2020 17:00,TX-DSHS-0529,SRP267052,SARS-CoV-2/USA/TX-DSHS-0529/2020
SRR12774738,AMPLICON,288,8166483,PRJNA639066,SAMN16373037,Pathogen.cl,4494435,TX-SARS-COV-2,Texas Department of State Health Services,6/3/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9245293,USA,North America,USA:TX,COVID-28,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0586,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/4/2020 17:00,TX-DSHS-0586,SRP267052,SARS-CoV-2/USA/TX-DSHS-0586/2020
SRR12774739,AMPLICON,291,6147913,PRJNA639066,SAMN16373036,Pathogen.cl,3305768,TX-SARS-COV-2,Texas Department of State Health Services,6/3/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9245292,USA,North America,USA:TX,COVID-27,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0585,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/4/2020 17:00,TX-DSHS-0585,SRP267052,SARS-CoV-2/USA/TX-DSHS-0585/2020
SRR12774740,AMPLICON,279,7506712,PRJNA639066,SAMN16373035,Pathogen.cl,4041303,TX-SARS-COV-2,Texas Department of State Health Services,6/3/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9245291,USA,North America,USA:TX,COVID-26,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0584,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/4/2020 17:00,TX-DSHS-0584,SRP267052,SARS-CoV-2/USA/TX-DSHS-0584/2020
SRR12774741,AMPLICON,279,8396902,PRJNA639066,SAMN16373034,Pathogen.cl,4368542,TX-SARS-COV-2,Texas Department of State Health Services,6/3/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9245290,USA,North America,USA:TX,COVID-25,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0583,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/4/2020 17:00,TX-DSHS-0583,SRP267052,SARS-CoV-2/USA/TX-DSHS-0583/2020
SRR12774742,AMPLICON,285,8127853,PRJNA639066,SAMN16373033,Pathogen.cl,4290758,TX-SARS-COV-2,Texas Department of State Health Services,6/3/2020,public,sra,ncbi,ncbi.public,SRX9245289,USA,North America,USA:TX,COVID-24,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0582,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,10/4/2020 17:00,TX-DSHS-0582,SRP267052,SARS-CoV-2/USA/TX-DSHS-0582/2020
